# lemma	p1sg	p2sg	p3sg	p1pl	p2pl	p3pl	imp2sg	imp1pl	imp2pl	lptcp	passptcp	cvb-m	cvb-fn ("-" = derive)
brečet	-	-	-	-	-	brečí	breč	brečme	brečte	-	-	breče	brečíc
brigádničit	-	-	-	-	-	-	-	-	-	-	-	brigádniče	-	-
brnčet	-	-	-	-	-	brnčí	brnči	brnčeme	brnčete	-	-	brnče	brnčíc	-
brnět	-	-	-	-	-	brní	brň	brňme	brňte	-	brněn	brně	brníc
brodit	-	-	-	-	-	-	broď	broďme	broďte	-	broděn	-	-	-
brojit	-	-	-	-	-	-	-	-	-	-	-	broje	-
brousit	-	-	-	-	-	-	brus	brusme	bruste	-	broušen	brouse	-
brunátnět	-	-	-	-	-	-	brunátni	brunátněme	brunátněte	-	brunátněn	brunátněje	brunátnějíc	-
bruslit	-	-	-	-	-	-	brusli	brusleme	bruslete	-	-	brusle	-
bručet	-	-	-	-	-	bručí	bruč	bručme	bručte	-	-	bruče	bručíc	-
brzdit	-	-	-	-	-	-	brzdi	brzděme	brzděte	-	brzděn	-	-
bránit	-	-	-	-	-	-	braň	braňme	braňte	-	bráněn	-	-
brát	beru	bereš	bere	bereme	berete	berou	ber	berme	berte	bral	brán	bera	berouc
brázdit	-	-	-	-	-	-	brázdi	-	-	-	-	-	-
bubřet	-	-	-	-	-	bubří	bubři	bubřeme	bubřete	-	-	bubře	bubříc	-
buchtovatět	-	-	-	-	-	-	buchtovatěj	buchtovatějme	buchtovatějte	-	buchtovatěn	buchtovatěje	buchtovatějíc	-
budit	-	-	-	-	-	-	buď	buďme	buďte	-	buzen	-	-
bujet	-	-	-	-	-	bují	-	-	-	-	-	buje	bujíc
bujnět	-	-	-	-	-	bujní	bujni	bujněme	bujněte	-	bujněn	bujně	bujníc	-
buldočit	-	-	-	-	-	-	-	-	-	-	-	buldoče	-	-
bulit	-	-	-	-	-	-	-	-	-	-	-	bule	-
burácet	-	-	-	-	-	burácejí	burácej	burácejme	burácejte	-	-	buráceje	burácejíc	-
burčet	-	-	-	-	-	burčí	burči	burčeme	burčete	-	-	burče	burčíc	-
bučet	-	-	-	-	-	bučí	buč	bučme	bučte	-	-	buče	bučíc
bušit	-	-	-	-	-	-	-	-	-	-	-	buše	-
bydlet	-	-	-	-	-	bydlejí	bydli	bydleme	bydlete	-	-	bydle	bydlíc
bystřit	-	-	-	-	-	-	bystři	bystřeme	bystřete	-	-	bystře	-	-
bytnět	-	-	-	-	-	-	-	-	-	-	bytněn	bytněje	bytnějíc	-
bzdít	bzdím	bzdíš	bzdí	bzdíme	bzdíte	bzdí	bzdi	bzděme	bzděte	bzděl	bzděn	-	-	-
bzučet	-	-	-	-	-	bzučí	bzuč	bzučme	bzučte	-	-	bzuče	bzučíc
bájit	-	-	-	-	-	-	baj	bajme	bajte	-	-	báje	-
bánit	-	-	-	-	-	-	báni	báněme	báněte	-	-	-	-	-
básnit	-	-	-	-	-	-	básni	básněme	básněte	-	básněn	-	-	-
bát	bojím	bojíš	bojí	bojíme	bojíte	bojí	boj	bojme	bojte	-	-	boje	bojíc
bílit	-	-	-	-	-	-	-	-	-	-	-	bíle	-
bít	biji	biješ	bije	bijeme	bijete	bijou	bij	bijme	bijte	bil	bit	bije	bijíc
být	jsem	jsi	je	jsme	jste	jsou	buď	buďme	buďte	byl	-	jsa	jsouc
býčit	-	-	-	-	-	-	býči	býčeme	býčete	-	-	býče	-	-
bělet	-	-	-	-	-	bělí	-	-	-	-	-	-	-
bělit	-	-	-	-	-	-	-	-	-	-	-	běle	-
běsnit	-	-	-	-	-	-	běsni	běsněme	běsněte	-	běsněn	-	-
běžet	-	-	-	-	-	běží	běž	běžme	běžte	-	-	běže	běžíc
běžkařit	-	-	-	-	-	-	-	-	-	-	-	běžkaře	-	-
břichatět	-	-	-	-	-	břichatí	břichať	břichaťme	břichaťte	-	břichatěn	břichatě	břichatíc	-
břinčet	-	-	-	-	-	břinčí	břinči	břinčeme	břinčete	-	-	břinče	břinčíc	-
břáňat	-	-	-	-	-	-	břáněj	břánějme	břánějte	-	-	-	-	-
břídit	-	-	-	-	-	-	břiď	břiďme	břiďte	-	-	-	-	-
cedit	-	-	-	-	-	-	ceď	ceďme	ceďte	-	cezen	-	-
cejtit	-	-	-	-	-	-	cejti	cejtěme	cejtěte	-	cejtěn	-	-	-
cenit	-	-	-	-	-	-	ceň	ceňme	ceňte	-	ceněn	-	-
cepenět	-	-	-	-	-	-	cepeň	cepeňme	cepeňte	-	cepeněn	cepeně	cepeníc	-
chalupařit	-	-	-	-	-	-	-	-	-	-	-	chalupaře	-	-
chamtit	-	-	-	-	-	-	chamti	chamtěme	chamtěte	-	-	-	-	-
chatařit	-	-	-	-	-	-	-	-	-	-	-	chataře	-	-
chcát	chčiji	chčiješ	chčije	chčijeme	chčijete	chčijou	chčij	chčijme	chčijte	chcal	chcán	-	-
chladit	-	-	-	-	-	-	chlaď	chlaďme	chlaďte	-	chlazen	-	-
chlácholit	-	-	-	-	-	-	-	-	-	-	-	chláchole	-	-
chmelařit	-	-	-	-	-	-	-	-	-	-	-	chmelaře	-	-
chmelit	-	-	-	-	-	-	-	-	-	-	-	chmele	-	-
chmuřit	-	-	-	-	-	-	-	-	-	-	-	chmuře	-	-
chodit	-	-	-	-	-	-	choď	choďme	choďte	-	chozen	-	-
choulit	-	-	-	-	-	-	chouli	chouleme	choulete	-	-	choule	-	-
choulostivět	-	-	-	-	-	-	choulostivěj	choulostivějme	choulostivějte	-	choulostivěn	choulostivěje	choulostivějíc	-
chovat	chovám	chováš	chová	chováme	chováte	chovají	chovej	chovejme	chovejte	-	chován	chovaje	chovajíc
chořet	-	-	-	-	-	choří	choř	chořme	chořte	-	-	choře	choříc	-
chrapotit	-	-	-	-	-	-	chrapoť	chrapoťme	chrapoťte	-	chrapocen	-	-	-
chraptět	-	-	-	-	-	chraptí	chrapti	chraptěme	chraptěte	-	chraptěn	chraptě	chraptíc	-
chrastit	-	-	-	-	-	-	chrasti	chrastěme	chrastěte	-	-	-	-	-
chrlit	-	-	-	-	-	-	chrli	chrleme	chrlete	-	-	chrle	-	-
chrnout	-	-	-	-	-	-	-	-	-	chrnul	-	-	-	chrnula
chrnět	-	-	-	-	-	chrní	chrň	chrňme	chrňte	-	chrněn	chrně	chrníc	-
chroptět	-	-	-	-	-	-	chropti	chroptěme	chroptěte	-	chroptěn	chroptě	chroptíc	-
chruchňat	-	-	-	-	-	-	chruchněj	chruchnějme	chruchnějte	-	-	-	-	-
chrudit	-	-	-	-	-	-	chruď	chruďme	chruďte	-	chruzen	-	-	-
chránit	-	-	-	-	-	-	chraň	chraňme	chraňte	-	chráněn	-	-
chrápat	chrápu	chrápeš	chrápe	chrápeme	chrápete	-	-	-	-	-	-	-	-
chrčet	-	-	-	-	-	chrčí	chrč	chrčme	chrčte	-	-	chrče	chrčíc	-
chtít	chci	chceš	chce	chceme	chcete	chtí	chtěj	chtějme	chtějte	chtěl	chtěn	chtě	chtíc
chumelit	-	-	-	-	-	-	-	-	-	-	-	chumele	-
churavět	-	-	-	-	-	-	churavěj	churavějme	churavějte	-	churavěn	churavěje	churavějíc	-
chvalořečit	-	-	-	-	-	-	-	-	-	-	-	chvalořeče	-	-
chválit	-	-	-	-	-	-	chval	chvalme	chvalte	-	-	chvále	-
chvět	-	chvěješ	-	chvějeme	-	-	chvěj	chvějme	chvějte	-	-	-	-
chybět	-	-	-	-	-	-	chyběj	chybějme	chybějte	-	chyběn	chyběje	chybějíc	-
chytit	-	-	-	-	-	-	chyť	chyťme	chyťte	-	chycen	-	-
chytračit	-	-	-	-	-	-	-	-	-	-	-	chytrače	-	-
chápat	chápu	chápeš	chápe	chápeme	chápete	chápou	-	-	-	-	-	-	-
chýlit	-	-	-	-	-	-	chyl	chylme	chylte	-	-	chýle	-
chřastit	-	-	-	-	-	-	chřasti	chřastěme	chřastěte	-	-	-	-	-
chřestit	-	-	-	-	-	-	chřesti	chřestěme	chřestěte	-	chřestěn	-	-	-
cigánit	-	-	-	-	-	-	cigáň	cigáňme	cigáňte	-	cigáněn	-	-	-
cikánit	-	-	-	-	-	-	cikáň	cikáňme	cikáňte	-	cikáněn	-	-	-
civět	-	-	-	-	-	-	civ	civme	civte	-	civěn	-	-
cizoložit	-	-	-	-	-	-	-	-	-	-	-	cizolože	-
cizopasit	-	-	-	-	-	-	-	-	-	-	-	cizopase	-	-
clonit	-	-	-	-	-	-	cloň	cloňme	cloňte	-	cloněn	-	-	-
clít	clím	clíš	clí	clíme	clíte	clí	cli	cleme	clete	clil	clen	cle	clíc	-
cmuchtit	-	-	-	-	-	-	cmuchti	cmuchtěme	cmuchtěte	-	cmuchtěn	-	-	-
cmudit	-	-	-	-	-	-	cmuď	cmuďme	cmuďte	-	cmuděn	-	-	-
cpát	cpu	cpeš	cpe	cpeme	cpete	cpou	cpi	cpěme	cpěte	cpal	cpán	cpa	cpouc
crčet	-	-	-	-	-	crčí	crč	crčme	crčte	-	-	crče	crčíc
ctít	ctím	ctíš	ctí	ctíme	ctíte	ctí	cti	ctěme	ctěte	ctil	ctěn	ctě	ctíc
cuckovatět	-	-	-	-	-	cuckovatí	cuckovať	cuckovaťme	cuckovaťte	-	cuckovatěn	-	-	-
cukernatět	-	-	-	-	-	cukernatí	cukernať	cukernaťme	cukernaťte	-	cukernatěn	cukernatě	cukernatíc	-
cukrovatět	-	-	-	-	-	-	cukrovatěj	cukrovatějme	cukrovatějte	-	cukrovatěn	cukrovatěje	cukrovatějíc	-
culit	-	-	-	-	-	-	-	-	-	-	-	cule	-
cvičit	-	-	-	-	-	-	-	-	-	-	-	cviče	-
cvokatět	-	-	-	-	-	-	cvokatěj	cvokatějme	cvokatějte	-	cvokatěn	cvokatěje	cvokatějíc	-
cvrčet	-	-	-	-	-	cvrčí	cvrč	cvrčme	cvrčte	-	-	cvrče	cvrčíc	-
cyklit	-	-	-	-	-	-	cykli	cykleme	cyklete	-	-	cykle	-	-
cásnout	-	-	-	-	-	-	-	-	-	cásnul	-	-	-	cásnula
cídit	-	-	-	-	-	-	ciď	ciďme	ciďte	-	cíděn	-	-
cílit	-	-	-	-	-	-	cil	cilme	cilte	-	-	cíle	-
cítit	-	-	-	-	-	-	ciť	ciťme	ciťte	-	cítěn	-	-
danit	-	-	-	-	-	-	daň	daňme	daňte	-	daněn	-	-
darebačit	-	-	-	-	-	-	-	-	-	-	-	darebače	-	-
dařit	-	-	-	-	-	-	-	-	-	-	-	daře	-
dbát	dbám	dbáš	dbá	dbáme	dbáte	dbají	dbej	dbejme	dbejte	dbal	dbán	dbaje	dbajíc
delšit	-	-	-	-	-	-	delši	delšeme	delšete	-	-	delše	-	-
diskotančit	-	-	-	-	-	-	diskotanči	diskotančeme	diskotančete	-	-	diskotanče	-	-
divočet	-	-	-	-	-	divočejí	divočej	divočejme	divočejte	-	-	divočeje	divočejíc	-
dloužit	-	-	-	-	-	-	dlouži	dloužeme	dloužete	-	-	dlouže	-	-
dlužit	-	-	-	-	-	-	-	-	-	-	-	dluže	-
dláždit	-	-	-	-	-	-	dláždi	dlážděme	dlážděte	-	dlážděn	-	-
dlít	dlím	dlíš	dlí	dlíme	dlíte	dlejí	dli	dleme	dlete	dlel	dlen	dle	dlejíc	-
dmout	dmu	dmeš	dme	dmeme	dmete	dmou	dmi	dměme	dměte	dmul	dmut	dma	dmouc
dnít	-	-	dní	-	-	-	-	-	-	dnil	-	-	-	dnila
dobalit	-	-	-	-	-	-	-	-	-	-	-	dobale	-	-
dobarvit	-	-	-	-	-	-	dobarvi	dobarvěme	dobarvěte	-	-	-	-	-
dobatolit	-	-	-	-	-	-	-	-	-	-	-	dobatole	-	-
dobečet	-	-	-	-	-	dobečí	dobeč	dobečme	dobečte	-	-	-	-	-
dobolet	-	-	-	-	-	dobolejí	dobol	dobolme	dobolte	-	-	dobole	dobolíc	-
dobouřit	-	-	-	-	-	-	dobouři	dobouřeme	dobouřete	-	-	-	-	-
dobrat	doberu	dobereš	dobere	dobereme	doberete	doberou	dober	doberme	doberte	-	-	-	-
dobrečet	-	-	-	-	-	dobrečí	dobreč	dobrečme	dobrečte	-	-	-	-	-
dobrigádničit	-	-	-	-	-	-	-	-	-	-	-	dobrigádniče	-	-
dobrodit	-	-	-	-	-	-	-	-	-	-	dobroděn	-	-	-
dobrousit	-	-	-	-	-	-	dobrus	dobrusme	dobruste	-	dobroušen	-	-	-
dobrořečit	-	-	-	-	-	-	-	-	-	-	-	dobrořeče	-	-
dobruslit	-	-	-	-	-	-	dobrusli	dobrusleme	dobruslete	-	-	-	-	-
dobručet	-	-	-	-	-	dobručí	dobruč	dobručme	dobručte	-	-	-	-	-
dobrzdit	-	-	-	-	-	-	dobrzdi	dobrzděme	dobrzděte	-	dobrzděn	-	-	-
dobránit	-	-	-	-	-	-	dobraň	dobraňme	dobraňte	-	dobráněn	-	-	-
dobrázdit	-	-	-	-	-	-	dobrázdi	dobrázděme	dobrázděte	-	dobrázděn	-	-	-
doburácet	-	-	-	-	-	doburácejí	doburácej	doburácejme	doburácejte	-	-	doburáceje	doburácejíc	-
dobučet	-	-	-	-	-	dobučí	dobuč	dobučme	dobučte	-	-	-	-	-
dobušit	-	-	-	-	-	-	-	-	-	-	-	dobuše	-	-
dobzučet	-	-	-	-	-	dobzučí	dobzuč	dobzučme	dobzučte	-	-	-	-	-
dobásnit	-	-	-	-	-	-	dobásni	dobásněme	dobásněte	-	dobásněn	-	-	-
dobíjet	-	-	-	-	-	dobíjejí	dobíjej	dobíjejme	dobíjejte	-	-	dobíjeje	dobíjejíc
dobílit	-	-	-	-	-	-	dobíli	dobíleme	dobílete	-	-	-	-	-
dobít	dobiji	dobiješ	dobije	dobijeme	dobijete	dobijou	dobij	dobijme	dobijte	dobil	dobit	-	-
dobýt	dobudu	dobudeš	dobude	dobudeme	dobudete	dobudou	dobuď	dobuďme	dobuďte	dobyl	dobyt	-	-
docedit	-	-	-	-	-	-	doceď	doceďme	doceďte	-	docezen	-	-	-
docelit	-	-	-	-	-	-	-	-	-	-	-	docele	-	-
docenit	-	-	-	-	-	-	doceň	doceňme	doceňte	-	doceněn	-	-
dochladit	-	-	-	-	-	-	dochlaď	dochlaďme	dochlaďte	-	dochlazen	-	-	-
dochlácholit	-	-	-	-	-	-	-	-	-	-	-	dochláchole	-	-
dochmelařit	-	-	-	-	-	-	-	-	-	-	-	dochmelaře	-	-
dochodit	-	-	-	-	-	-	dochoď	dochoďme	dochoďte	-	dochozen	-	-	-
dochovat	dochovám	dochováš	dochová	dochováme	dochováte	dochovají	dochovej	dochovejme	dochovejte	-	dochován	dochovaje	dochovajíc	-
dochrastit	-	-	-	-	-	-	dochrasti	dochrastěme	dochrastěte	-	-	-	-	-
dochroptět	-	-	-	-	-	dochroptí	dochropti	dochroptěme	dochroptěte	-	dochroptěn	-	-	-
dochránit	-	-	-	-	-	-	-	-	-	-	dochráněn	-	-	-
dochrčet	-	-	-	-	-	dochrčí	dochrč	dochrčme	dochrčte	-	-	-	-	-
dochuravět	-	-	-	-	-	-	dochuravěj	dochuravějme	dochuravějte	-	dochuravěn	dochuravěje	dochuravějíc	-
dochutit	-	-	-	-	-	-	dochuť	dochuťme	dochuťte	-	dochucen	-	-	-
dochvět	dochvěji	dochvěješ	dochvěje	dochvějeme	dochvějete	-	dochvěj	dochvějme	dochvějte	-	-	-	-	-
dochytračit	-	-	-	-	-	-	-	-	-	-	-	dochytrače	-	-
docházet	-	-	-	-	-	docházejí	docházej	docházejme	docházejte	-	-	docházeje	docházejíc
dochřestit	-	-	-	-	-	-	-	-	-	-	dochřestěn	-	-	-
docikánit	-	-	-	-	-	-	docikáň	docikáňme	docikáňte	-	docikáněn	-	-	-
docizoložit	-	-	-	-	-	-	-	-	-	-	-	docizolože	-	-
docpat	docpu	docpeš	docpe	docpeme	docpete	docpou	docpi	docpěme	docpěte	-	-	-	-	-
docvičit	-	-	-	-	-	-	-	-	-	-	-	docviče	-	-
docyklit	-	-	-	-	-	-	docykli	docykleme	docyklete	-	-	-	-	-
docílit	-	-	-	-	-	-	docil	docilme	docilte	-	-	-	-
docítit	-	-	-	-	-	-	dociť	dociťme	dociťte	-	docítěn	-	-	-
dodanit	-	-	-	-	-	-	dodaň	dodaňme	dodaňte	-	dodaněn	-	-	-
dodláždit	-	-	-	-	-	-	dodláždi	dodlážděme	dodlážděte	-	dodlážděn	-	-	-
dodrat	doderu	dodereš	dodere	dodereme	doderete	doderou	doder	doderme	doderte	-	-	-	-	-
dodrmolit	-	-	-	-	-	-	-	-	-	-	-	dodrmole	-	-
dodrnčet	-	-	-	-	-	dodrnčí	dodrnči	dodrnčeme	dodrnčete	-	-	-	-	-
dodráždit	-	-	-	-	-	-	dodráždi	dodrážděme	dodrážděte	-	dodrážděn	-	-	-
dodržet	-	-	-	-	-	dodrží	dodrž	dodržme	dodržte	-	-	-	-	-
dodunět	-	-	-	-	-	doduní	doduň	doduňme	doduňte	-	doduněn	-	-	-
dodusit	-	-	-	-	-	-	-	-	-	-	dodušen	-	-	-
dodělit	-	-	-	-	-	-	-	-	-	-	-	doděle	-	-
dodřít	dodřu	dodřeš	dodře	dodřeme	dodřete	dodřou	dodři	dodřeme	dodřete	dodřel	dodřen	-	-	dodřela
dofandit	-	-	-	-	-	-	-	-	-	-	dofanděn	-	-	-
dofarmařit	-	-	-	-	-	-	-	-	-	-	-	dofarmaře	-	-
dofotit	-	-	-	-	-	-	dofoť	dofoťme	dofoťte	-	dofocen	-	-	-
dofrajeřit	-	-	-	-	-	-	-	-	-	-	-	dofrajeře	-	-
dofrčet	-	-	-	-	-	dofrčí	dofrč	dofrčme	dofrčte	-	-	-	-	-
dofunkcionařit	-	-	-	-	-	-	-	-	-	-	-	dofunkcionaře	-	-
dofunět	-	-	-	-	-	dofuní	dofuň	dofuňme	dofuňte	-	dofuněn	-	-	-
dofučet	-	-	-	-	-	dofučí	dofuč	dofučme	dofučte	-	-	-	-	-
doharašit	-	-	-	-	-	-	-	-	-	-	-	doharaše	-	-
dohartusit	-	-	-	-	-	-	-	-	-	-	-	dohartuse	-	-
dohasit	-	-	-	-	-	-	-	-	-	-	dohašen	-	-	-
dohihňat	-	-	-	-	-	-	dohihněj	dohihnějme	dohihnějte	-	-	-	-	-
dohladit	-	-	-	-	-	-	dohlaď	dohlaďme	dohlaďte	-	dohlazen	-	-	-
dohlaholit	-	-	-	-	-	-	-	-	-	-	-	dohlahole	-	-
dohloubit	-	-	-	-	-	-	dohloubi	dohlouběme	dohlouběte	-	-	-	-	-
dohlučet	-	-	-	-	-	dohlučejí	dohlučej	dohlučejme	dohlučejte	-	-	dohlučeje	dohlučejíc	-
dohlásit	-	-	-	-	-	-	dohlas	dohlasme	dohlaste	-	dohlášen	-	-	-
dohlížet	-	-	-	-	-	dohlížejí	dohlížej	dohlížejme	dohlížejte	-	-	dohlížeje	dohlížejíc
dohmoždit	-	-	-	-	-	-	dohmoždi	dohmožděme	dohmožděte	-	dohmožděn	-	-	-
dohnat	doženu	doženeš	dožene	doženeme	doženete	doženou	dožeň	dožeňme	dožeňte	-	-	-	-
dohnojit	-	-	-	-	-	-	-	-	-	-	-	dohnoje	-	-
dohníst	dohnětu	dohněteš	dohněte	dohněteme	dohnětete	dohnětou	dohněť	dohněťme	dohněťte	dohnětl	dohněten	-	-	dohnětla
dohodit	-	-	-	-	-	-	dohoď	dohoďme	dohoďte	-	dohozen	-	-
doholit	-	-	-	-	-	-	-	-	-	-	-	dohole	-	-
doholubařit	-	-	-	-	-	-	-	-	-	-	-	doholubaře	-	-
dohonit	-	-	-	-	-	-	dohoň	dohoňme	dohoňte	-	dohoněn	-	-	-
dohospodařit	-	-	-	-	-	-	-	-	-	-	-	dohospodaře	-	-
dohovořit	-	-	-	-	-	-	-	-	-	-	-	dohovoře	-	-
dohořet	-	-	-	-	-	dohoří	dohoř	dohořme	dohořte	-	-	-	-
dohrabat	dohrabu	dohrabeš	dohrabe	dohrabeme	dohrabete	dohrabou	-	-	-	-	-	-	-	-
dohrnout	-	-	-	-	-	-	dohrň	dohrňme	dohrňte	dohrnul	-	-	-	dohrnula
dohrát	dohraji	dohraješ	dohraje	dohrajeme	dohrajete	dohrajou	dohraj	dohrajme	dohrajte	-	dohrán	-	-	-
dohrčet	-	-	-	-	-	dohrčí	dohrč	dohrčme	dohrčte	-	-	-	-	-
dohulit	-	-	-	-	-	-	-	-	-	-	-	dohule	-	-
dohustit	-	-	-	-	-	-	dohusti	dohustěme	dohustěte	-	dohustěn	-	-	-
dohučet	-	-	-	-	-	dohučí	dohuč	dohučme	dohučte	-	-	-	-	-
dohánět	-	-	-	-	-	-	doháněj	dohánějme	dohánějte	-	doháněn	doháněje	dohánějíc	-
doházet	-	-	-	-	-	doházejí	doházej	doházejme	doházejte	-	-	doházeje	doházejíc	-
dohřmět	-	-	-	-	-	dohřmí	dohřmi	dohřměme	dohřměte	-	dohřměn	-	-	-
dohřát	dohřeji	dohřeješ	dohřeje	dohřejeme	dohřejete	dohřejou	dohřej	dohřejme	dohřejte	-	dohřát	-	-
dojasnit	-	-	-	-	-	-	-	-	-	-	dojasněn	-	-	-
dojednotit	-	-	-	-	-	-	dojednoť	dojednoťme	dojednoťte	-	dojednocen	-	-	-
dojet	dojedu	dojedeš	dojede	dojedeme	dojedete	dojedou	dojeď	dojeďme	dojeďte	-	dojet	-	-
dojezdit	-	-	-	-	-	-	dojezdi	dojezděme	dojezděte	-	dojezděn	-	-	-
doječet	-	-	-	-	-	doječí	doječ	doječme	doječte	-	-	-	-	-
dojiskřit	-	-	-	-	-	-	dojiskři	dojiskřeme	dojiskřete	-	-	-	-	-
dojit	-	-	-	-	-	-	-	-	-	-	-	doje	-
dojmout	dojmu	dojmeš	dojme	dojmeme	dojmete	dojmou	dojmi	dojměme	dojměte	dojal	dojat	-	-
dojíst	dojím	dojíš	dojí	dojíme	dojíte	dojedí	dojez	dojezme	dojezte	dojedl	dojeden	-	-	dojedla
dojít	dojdu	dojdeš	dojde	dojdeme	dojdete	dojdou	dojdi	-	-	došel	-	-	-	došla
dojíždět	-	-	-	-	-	-	dojížděj	dojíždějme	dojíždějte	-	dojížděn	dojížděje	dojíždějíc	-
dokadit	-	-	-	-	-	-	dokaď	dokaďme	dokaďte	-	dokaděn	-	-	-
dokamarádit	-	-	-	-	-	-	dokamarádi	dokamaráděme	dokamaráděte	-	dokamaráděn	-	-	-
dokeťasit	-	-	-	-	-	-	-	-	-	-	-	dokeťase	-	-
doklidit	-	-	-	-	-	-	dokliď	dokliďme	dokliďte	-	doklizen	-	-	-
doklohnit	-	-	-	-	-	-	doklohni	doklohněme	doklohněte	-	-	-	-	-
doklovat	doklovu	dokloveš	doklove	dokloveme	doklovete	doklovají	doklovej	doklovejme	doklovejte	-	doklován	doklovaje	doklovajíc	-
doklátit	-	-	-	-	-	-	doklať	doklaťme	doklaťte	-	doklácen	-	-	-
doklížit	-	-	-	-	-	-	dokliž	dokližme	dokližte	-	-	-	-	-
dokojit	-	-	-	-	-	-	-	-	-	-	-	dokoje	-	-
