# Portuguese irregular lexicon. One row per base; prefixed derivatives
# resolve by longest-base suffix match except EXACT_ONLY bases in
# src/por.rs (ser, ir, ter, vir, ver, dar, por, rir, ler, crer — their
# suffixes collide with regular verbs: meter, partir, servir, chover,
# andar, colorir, falar, comer). Accent-shifting ter/vir compounds have
# explicit rows (contém, convéns).
#
# Columns, "-" means derive:
#   lemma pres1..6 subj6(comma) pret6(comma) fut_stem pp impf6 ger
#   imp2sg inf_base (overrides the infinitive for future/conditional/
#   personal-infinitive/subjunctive-future stems: pôr → por)
#
# Pluperfect, imperfect subjunctive and future subjunctive derive from
# the preterite 3pl (tiveram → tivera, tivesse, tiver).
vir	venho	vens	vem	vimos	vindes	vêm	venha,venhas,venha,venhamos,venhais,venham	vim,vieste,veio,viemos,viestes,vieram	-	vindo	vinha,vinhas,vinha,vínhamos,vínheis,vinham	vindo	-	-
advir	advenho	advéns	advém	advimos	advindes	advêm	advenha,advenhas,advenha,advenhamos,advenhais,advenham	advim,advieste,adveio,adviemos,adviestes,advieram	-	advindo	advinha,advinhas,advinha,advínhamos,advínheis,advinham	advindo	-	-
avir	avenho	avéns	avém	avimos	avindes	avêm	avenha,avenhas,avenha,avenhamos,avenhais,avenham	avim,avieste,aveio,aviemos,aviestes,avieram	-	avindo	avinha,avinhas,avinha,avínhamos,avínheis,avinham	avindo	-	-
convir	convenho	convéns	convém	convimos	convindes	convêm	convenha,convenhas,convenha,convenhamos,convenhais,convenham	convim,convieste,conveio,conviemos,conviestes,convieram	-	convindo	convinha,convinhas,convinha,convínhamos,convínheis,convinham	convindo	-	-
desavir	desavenho	desavéns	desavém	desavimos	desavindes	desavêm	desavenha,desavenhas,desavenha,desavenhamos,desavenhais,desavenham	desavim,desavieste,desaveio,desaviemos,desaviestes,desavieram	-	desavindo	desavinha,desavinhas,desavinha,desavínhamos,desavínheis,desavinham	desavindo	-	-
intervir	intervenho	intervéns	intervém	intervimos	intervindes	intervêm	intervenha,intervenhas,intervenha,intervenhamos,intervenhais,intervenham	intervim,intervieste,interveio,interviemos,interviestes,intervieram	-	intervindo	intervinha,intervinhas,intervinha,intervínhamos,intervínheis,intervinham	intervindo	-	-
provir	provenho	provéns	provém	provimos	provindes	provêm	provenha,provenhas,provenha,provenhamos,provenhais,provenham	provim,provieste,proveio,proviemos,proviestes,provieram	-	provindo	provinha,provinhas,provinha,provínhamos,provínheis,provinham	provindo	-	-
sobrevir	sobrevenho	sobrevéns	sobrevém	sobrevimos	sobrevindes	sobrevêm	sobrevenha,sobrevenhas,sobrevenha,sobrevenhamos,sobrevenhais,sobrevenham	sobrevim,sobrevieste,sobreveio,sobreviemos,sobreviestes,sobrevieram	-	sobrevindo	sobrevinha,sobrevinhas,sobrevinha,sobrevínhamos,sobrevínheis,sobrevinham	sobrevindo	-	-
pôr	ponho	pões	põe	pomos	pondes	põem	ponha,ponhas,ponha,ponhamos,ponhais,ponham	pus,puseste,pôs,pusemos,pusestes,puseram	por	posto	punha,punhas,punha,púnhamos,púnheis,punham	pondo	põe	por
por	ponho	pões	põe	pomos	pondes	põem	ponha,ponhas,ponha,ponhamos,ponhais,ponham	pus,puseste,pôs,pusemos,pusestes,puseram	por	posto	punha,punhas,punha,púnhamos,púnheis,punham	pondo	põe	por
rever	revejo	revês	revê	revemos	revedes	reveem	reveja,revejas,reveja,revejamos,revejais,revejam	revi,reviste,reviu,revimos,revistes,reviram	-	revisto	-	-	-	-
prever	prevejo	prevês	prevê	prevemos	prevedes	preveem	preveja,prevejas,preveja,prevejamos,prevejais,prevejam	previ,previste,previu,previmos,previstes,previram	-	previsto	-	-	-	-
antever	antevejo	antevês	antevê	antevemos	antevedes	anteveem	anteveja,antevejas,anteveja,antevejamos,antevejais,antevejam	antevi,anteviste,anteviu,antevimos,antevistes,anteviram	-	antevisto	-	-	-	-
entrever	entrevejo	entrevês	entrevê	entrevemos	entrevedes	entreveem	entreveja,entrevejas,entreveja,entrevejamos,entrevejais,entrevejam	entrevi,entreviste,entreviu,entrevimos,entrevistes,entreviram	-	entrevisto	-	-	-	-
devir	devenho	devéns	devém	devimos	devindes	devêm	devenha,devenhas,devenha,devenhamos,devenhais,devenham	devim,devieste,deveio,deviemos,deviestes,devieram	-	devindo	devinha,devinhas,devinha,devínhamos,devínheis,devinham	devindo	-	-
desdar	desdou	desdás	desdá	desdamos	desdais	desdão	desdê,desdês,desdê,desdemos,desdeis,desdeem	desdei,desdeste,desdeu,desdemos,desdestes,desderam	-	desdado	-	-	-	-
arguir	arguo	arguis	argui	arguimos	arguis	arguem	argua,arguas,argua,arguamos,arguais,arguam	argui,arguiste,arguiu,arguimos,arguistes,arguiram	-	arguido	arguia,arguias,arguia,arguíamos,arguíeis,arguiam	arguindo	argui	-
delinquir	delinquo	delinquis	delinqui	delinquimos	delinquis	delinquem	delinqua,delinquas,delinqua,delinquamos,delinquais,delinquam	delinqui,delinquiste,delinquiu,delinquimos,delinquistes,delinquiram	-	delinquido	delinquia,delinquias,delinquia,delinquíamos,delinquíeis,delinquiam	delinquindo	delinqui	-
retorquir	retorquo	retorquis	retorqui	retorquimos	retorquis	retorquem	retorqua,retorquas,retorqua,retorquamos,retorquais,retorquam	retorqui,retorquiste,retorquiu,retorquimos,retorquistes,retorquiram	-	retorquido	retorquia,retorquias,retorquia,retorquíamos,retorquíeis,retorquiam	retorquindo	retorqui	-
reaver	—	—	—	reavemos	reaveis	—	reaja,reajas,reaja,reajamos,reajais,reajam	reouve,reouveste,reouve,reouvemos,reouvestes,reouveram	-	reavido	-	-	-	-
sorrir	sorrio	sorris	sorri	sorrimos	sorrides	sorriem	sorria,sorrias,sorria,sorriamos,sorriais,sorriam	sorri,sorriste,sorriu,sorrimos,sorristes,sorriram	-	sorrido	-	-	-	-
reler	releio	relês	relê	relemos	reledes	releem	releia,releias,releia,releiamos,releiais,releiam	reli,releste,releu,relemos,relestes,releram	-	relido	-	-	-	-
tresler	tresleio	treslês	treslê	treslemos	tresledes	tresleem	tresleia,tresleias,tresleia,tresleiamos,tresleiais,tresleiam	tresli,tresleste,tresleu,treslemos,treslestes,tresleram	-	treslido	-	-	-	-
prover	provejo	provês	provê	provemos	provedes	proveem	proveja,provejas,proveja,provejamos,provejais,provejam	provi,proveste,proveu,provemos,provestes,proveram	-	provido	-	-	-	-
descrer	descreio	descrês	descrê	descremos	descredes	descreem	descreia,descreias,descreia,descreiamos,descreiais,descreiam	descri,descreste,descreu,descremos,descrestes,descreram	-	descrido	-	-	-	-
frigir	frijo	freges	frege	frigimos	frigis	fregem	frija,frijas,frija,frijamos,frijais,frijam	frigi,frigiste,frigiu,frigimos,frigistes,frigiram	-	frigido	frigia,frigias,frigia,frigíamos,frigíeis,frigiam	frigindo	frege	-
jazer	jazo	jazes	jaz	jazemos	jazeis	jazem	jaza,jazas,jaza,jazamos,jazais,jazam	jazi,jazeste,jazeu,jazemos,jazestes,jazeram	-	jazido	-	-	jaz	-
soer	soo	sóis	sói	soemos	soeis	soem	soa,soas,soa,soamos,soais,soam	soí,soeste,soeu,soemos,soestes,soeram	-	soído	-	-	sói	-
